"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1970","Larry Bowa","Phillies","145","547","577","137","114","17","6","0","50","34","21","48","24","13",".250",".277",".303",".580","-0.9","1001243"
"1979","Willie Montanez","Mets","109","410","442","96","72","19","0","5","36","47","25","48","0","1",".234",".277",".317",".594","-1.4","1009062"
"1996","Delino DeShields","Dodgers","154","581","642","130","105","12","8","5","75","41","53","124","48","11",".224",".288",".298",".585","-1.7","275"
"1964","Eddie Kasko","Colt .45's","133","448","495","109","92","16","1","0","45","22","37","52","4","6",".243",".302",".283",".585","1.4","1006711"
"1963","Bob Aspromonte","Colt .45's","136","468","514","100","78","9","5","8","42","49","40","57","3","1",".214",".276",".306",".581","-1.0","1000341"
"1964","George Altman","Mets","124","422","445","97","73","14","1","9","48","47","18","70","4","2",".230",".262",".332",".594","-0.7","1000189"
"1971","Marty Perez","Braves","130","410","445","93","71","15","3","4","28","32","25","44","1","2",".227",".272",".307",".579","-1.2","1010182"
"1984","Dale Berra","Pirates","136","450","500","100","75","16","0","9","31","52","34","78","1","3",".222",".273",".318",".591","0.4","1000896"
"1993","Jeff Branson","Reds","125","381","412","92","73","15","1","3","40","22","19","73","4","1",".241",".275",".310",".584","-1.5","1001355"
"1981","Ozzie Smith","Padres","110","450","507","100","87","11","2","0","53","21","41","37","22","12",".222",".294",".256",".549","0.7","1012186"
"1973","Derrel Thomas","Padres","113","404","449","96","88","7","1","0","41","22","34","52","15","5",".238",".299",".260",".559","-1.6","1012971"
"2016","Alexei Ramirez","Padres","128","421","444","101","75","19","2","5","33","41","17","56","6","9",".240",".275",".330",".605","-1.6","5133"
"1997","Pokey Reese","Reds","128","397","437","87","68","15","0","4","48","26","31","82","25","7",".219",".284",".287",".571","-1.0","1004"
"1937","Lou Chiozza","Giants","117","439","468","102","85","11","2","4","49","29","20","30","6","",".232",".266",".294",".560","-1.0","1002194"
"1943","Whitey Wietelmann","Braves","153","534","591","115","100","14","1","0","33","39","46","40","9","",".215",".281",".245",".527","0.9","1013930"
"1960","Ken Walters","Phillies","124","426","451","102","84","10","0","8","42","37","16","50","4","3",".239",".266",".319",".585","-0.6","1013588"
"2005","Corey Patterson","Cubs","126","451","483","97","66","15","3","13","47","34","23","118","15","5",".215",".254",".348",".602","-0.5","300"
"1935","Tommy Thevenow","Pirates","110","408","425","97","79","9","9","0","38","47","12","23","1","",".238",".261",".304",".565","-1.1","1012952"
"2012","Clint Barmes","Pirates","144","455","493","104","79","16","1","8","34","45","20","106","0","2",".229",".272",".321",".593","0.5","1830"
"1967","Sonny Jackson","Astros","129","520","566","123","102","18","3","0","67","25","36","45","22","9",".237",".285",".283",".568","-0.6","1006313"
"1969","Wayne Garrett","Mets","124","400","454","87","72","11","3","1","38","39","40","75","4","2",".218",".290",".268",".558","-0.1","1004547"
"1963","John Bateman","Colt .45's","128","404","434","85","61","8","6","10","23","59","13","103","0","0",".210",".249",".334",".583","0.6","1000653"
"2001","Alex Cora","Dodgers","134","405","449","88","63","18","3","4","38","29","31","58","0","2",".217",".285",".306",".591","-0.4","1386"
"1936","Travis Jackson","Giants","126","465","496","107","91","8","1","7","41","53","18","56","0","",".230",".260",".297",".557","-1.1","1006314"
"1965","Glenn Beckert","Cubs","154","614","653","147","120","21","3","3","73","30","28","52","6","8",".239",".275",".298",".573","-1.5","1000743"
"1980","Doug Flynn","Mets","128","443","474","113","96","9","8","0","46","24","22","20","2","2",".255",".288",".312",".600","0.4","1004182"
"1980","Rennie Stennett","Giants","120","397","425","97","80","13","2","2","34","37","22","31","4","4",".244",".286",".302",".588","-0.7","1012484"
"1972","Boots Day","Expos","128","386","428","90","79","7","4","0","32","30","29","44","3","6",".233",".288",".272",".560","-1.2","1003095"
"1971","Enzo Hernandez","Padres","143","549","618","122","110","9","3","0","58","12","54","34","21","5",".222",".295",".250",".545","-0.2","1005700"
"1980","Dave Cash","Padres","130","397","437","90","73","14","2","1","25","23","35","21","6","5",".227",".287",".280",".567","-0.4","1002041"
"1975","Frank Taveras","Pirates","134","378","427","80","67","9","4","0","44","23","37","42","17","6",".212",".284",".257",".541","-0.2","1012852"
"1965","Roy McMillan","Mets","157","528","574","128","106","19","2","1","44","42","24","60","1","0",".242",".280",".292",".571","-0.1","1008643"
"2003","Cesar Izturis","Dodgers","158","558","593","140","112","21","6","1","47","40","25","70","10","5",".251",".282",".315",".597","-0.2","656"
"1972","Tim Foli","Expos","149","540","592","130","114","12","2","2","45","35","25","43","11","7",".241",".280",".281",".561","0.8","1004202"
"1933","Rabbit Maranville","Braves","143","478","532","104","85","15","4","0","46","38","36","34","2","",".218",".274",".266",".539","-1.0","1008099"
"1939","George Scharein","Phillies","118","399","425","95","76","17","1","1","35","33","13","40","4","",".238",".262",".293",".555","-2.1","1011525"
"1941","Bobby Sturgeon","Cubs","129","433","453","106","88","15","3","0","45","25","9","30","5","",".245",".260",".293",".553","-0.2","1012655"
"1986","Garry Templeton","Padres","147","510","549","126","101","21","2","2","42","44","35","86","10","5",".247",".296",".308",".603","-0.7","1012909"
"1941","Burgess Whitehead","Giants","116","403","429","92","72","15","4","1","41","23","14","10","7","",".228",".258",".293",".551","-1.1","1013856"
"1978","Mike Tyson","Cardinals","125","377","405","88","69","16","0","3","26","26","24","41","2","0",".233",".277",".300",".577","-1.4","1013258"
"1936","Jimmy Jordan","Dodgers","115","398","419","93","75","15","1","2","26","28","15","21","1","",".234",".262",".291",".553","-1.9","1006609"
"1977","Jerry Royster","Braves","140","445","491","96","78","10","2","6","64","28","38","67","28","10",".216",".278",".288",".566","-3.8","1011270"
"1963","Jose Pagan","Giants","148","483","519","113","94","12","1","6","46","39","26","67","10","7",".234",".277",".300",".577","-0.3","1009950"
"1989","Jose Lind","Pirates","153","578","637","134","108","21","3","2","52","48","39","64","15","1",".232",".280",".289",".569","-0.4","1007623"
"1967","Dal Maxvill","Cardinals","152","476","530","108","89","14","4","1","37","41","48","66","0","2",".227",".297",".279",".576","1.5","1008285"
"1933","Blondy Ryan","Giants","146","525","543","125","107","10","5","3","47","48","15","62","0","",".238",".259",".293",".553","1.7","1011333"
"1972","Roger Metzger","Astros","153","641","715","142","125","12","3","2","84","38","60","71","23","9",".222",".288",".259",".547","-0.3","1008812"
"1976","Roger Metzger","Astros","152","481","543","101","80","13","8","0","37","29","52","63","1","1",".210",".286",".270",".556","0.8","1008812"
"1969","Cookie Rojas","Phillies","110","391","425","89","73","11","1","4","35","30","23","28","1","6",".228",".269",".292",".561","-1.9","1011152"
"1986","Terry Pendleton","Cardinals","159","578","626","138","106","26","5","1","56","59","34","59","24","6",".239",".279",".306",".585","1.1","1010157"
"1996","Rey Ordonez","Mets","151","502","530","129","112","12","4","1","51","30","22","53","1","3",".257",".289",".303",".592","0.2","889"
"2013","Yuniesky Betancourt","Brewers","137","391","409","83","54","15","1","13","35","46","14","71","0","0",".212",".240",".355",".595","-1.8","8585"
"1987","Tony Pena","Cardinals","116","384","425","82","60","13","4","5","40","44","36","54","6","1",".214",".281",".307",".589","-0.8","1010153"
"2006","Clint Barmes","Rockies","131","478","535","105","68","26","4","7","57","56","22","72","5","4",".220",".264",".335",".598","-0.7","1830"
"2016","Adeiny Hechavarria","Marlins","155","508","547","120","94","17","6","3","52","38","33","73","1","0",".236",".283",".311",".594","0.4","10459"
"1968","Ed Kranepool","Mets","127","373","405","86","69","13","1","3","29","20","19","39","0","3",".231",".271",".295",".566","-0.6","1007140"
"1979","Doug Flynn","Mets","157","555","580","135","107","19","5","4","35","61","17","46","0","3",".243",".265",".317",".582","-1.6","1004182"
"1995","Andujar Cedeno","Padres","120","390","424","82","58","16","2","6","42","31","28","92","5","3",".210",".271",".308",".579","-2.2","1002099"
"1973","Mike Tyson","Cardinals","144","469","506","114","94","15","4","1","48","33","23","66","2","5",".243",".279",".299",".577","-0.9","1013258"
"1980","Craig Reynolds","Astros","137","381","418","86","68","9","6","3","34","28","20","39","2","1",".226",".262",".304",".566","0.2","1010867"
"2010","Brendan Ryan","Cardinals","139","439","486","98","74","19","3","2","50","36","33","60","11","4",".223",".279",".294",".573","1.2","6073"
"1965","Ron Brand","Astros","117","391","420","92","81","6","3","2","27","37","19","34","10","5",".235",".281",".281",".562","-0.6","1001351"
"1965","Bobby Wine","Phillies","139","394","430","90","76","8","1","5","31","33","31","69","0","0",".228",".284",".292",".576","0.6","1014124"
"2001","Mike Matheny","Cardinals","121","381","424","83","64","12","0","7","40","42","28","76","0","1",".218",".276",".304",".581","0.1","1169"
"2015","Chris Owings","Diamondbacks","147","515","552","117","81","27","5","4","59","43","26","144","16","4",".227",".264",".322",".587","-1.1","10030"
"1961","Clay Dalrymple","Phillies","129","378","423","83","66","11","1","5","23","42","30","30","0","2",".220",".281",".294",".575","0.8","1002950"
"1968","Jerry May","Pirates","137","416","467","91","73","15","2","1","26","33","41","80","0","0",".219",".293",".272",".564","1.5","1008302"
"1967","Woody Woodward","Braves","136","429","476","97","80","15","2","0","30","25","37","51","0","6",".226",".287",".270",".558","0.3","1014250"
"2014","Zack Cozart","Reds","147","506","543","112","85","18","5","4","48","38","25","79","7","0",".221",".268",".300",".568","1.3","2616"
"1968","Paul Popovich","Dodgers","134","418","462","97","86","8","1","2","35","25","29","37","1","3",".232",".280",".270",".551","1.0","1010440"
"1963","Chuck Hiller","Giants","111","417","454","93","75","10","2","6","44","33","20","23","3","2",".223",".261",".300",".561","-0.7","1005812"
"1998","Rey Ordonez","Mets","153","505","548","124","101","20","2","1","46","42","23","60","3","6",".246",".278",".299",".577","-1.5","889"
"1978","Doug Flynn","Mets","156","532","572","126","106","12","8","0","37","36","30","50","3","5",".237",".277",".289",".567","-1.3","1004182"
"1992","Kurt Stillwell","Padres","114","379","416","86","66","15","3","2","35","24","26","58","4","1",".227",".274",".298",".572","-1.9","1012536"
"1974","Craig Robinson","Braves","145","452","506","104","94","4","6","0","52","29","30","57","11","2",".230",".280",".265",".545","-0.4","1011058"
"2009","Willy Taveras","Reds","102","404","437","97","83","11","2","1","56","15","18","58","25","6",".240",".275",".285",".559","0.1","1876"
"1973","Bobby Tolan","Reds","129","457","501","94","69","14","2","9","42","51","27","68","15","10",".206",".251",".304",".555","-1.7","1013100"
"1987","Garry Templeton","Padres","148","510","561","113","90","13","5","5","42","48","42","92","14","3",".222",".281",".296",".577","0.7","1012909"
"2013","Melvin Upton Jr.","Braves","126","391","446","72","49","14","0","9","30","26","44","151","12","5",".184",".268",".289",".557","-0.9","5015"
"1972","Marty Perez","Braves","141","479","518","109","94","13","1","1","33","28","30","55","0","3",".228",".276",".265",".541","-2.0","1010182"
"2016","Derek Norris","Padres","125","415","458","77","46","17","0","14","50","42","36","139","9","2",".186",".255",".328",".583","0.6","6867"
"2013","Darwin Barney","Cubs","141","501","555","104","71","25","1","7","49","41","36","64","4","2",".208",".266",".303",".569","-0.3","2430"
"1968","Cookie Rojas","Phillies","152","621","650","144","116","19","0","9","53","48","16","55","4","8",".232",".248",".306",".554","-0.3","1011152"
"2013","Adeiny Hechavarria","Marlins","148","543","578","123","98","14","8","3","30","42","30","96","11","10",".227",".267",".298",".565","-1.3","10459"
"1977","Mike Champion","Padres","150","507","548","116","95","14","6","1","35","43","27","85","3","3",".229",".271",".286",".557","-2.5","1002128"
"2015","Billy Hamilton","Reds","114","412","454","93","78","8","3","4","56","28","28","75","57","8",".226",".274",".289",".563","1.2","10199"
"2001","Peter Bergeron","Expos","102","375","416","79","61","11","4","3","53","16","28","87","10","7",".211",".275",".285",".560","-2.4","763"
"1973","Tim Foli","Expos","126","458","500","110","97","11","0","2","37","36","28","40","6","3",".240",".284",".277",".561","0.0","1004202"
"1967","Don Kessinger","Cubs","145","580","628","134","117","10","7","0","61","42","33","80","6","13",".231",".275",".272",".548","0.0","1006877"
"1965","Dick Schofield","- - -","132","488","548","102","84","15","1","2","52","25","48","69","3","4",".209",".282",".256",".538","0.1","1011601"
"1980","Johnnie LeMaster","Giants","135","405","442","87","62","16","6","3","33","31","25","57","0","1",".215",".257",".306",".564","-1.2","1007513"
"1931","Freddie Maguire","Braves","148","492","544","112","92","18","2","0","36","26","16","26","3","",".228",".259",".272",".532","-1.2","1007976"
"2015","Ichiro Suzuki","Marlins","153","398","438","91","79","5","6","1","45","21","31","51","11","5",".229",".282",".279",".561","-0.8","1101"
"1933","Jo-Jo Morrissey","Reds","148","534","568","123","103","20","0","0","43","26","20","22","5","",".230",".261",".268",".529","-1.3","1009218"
"1970","Denny Doyle","Phillies","112","413","449","86","67","10","7","2","43","16","33","64","6","5",".208",".266",".281",".546","-2.2","1003460"
"1988","Steve Jeltz","Phillies","148","379","450","71","56","11","4","0","39","27","59","58","3","0",".187",".295",".237",".533","-1.3","1006387"
"2005","Cristian Guzman","Nationals","142","456","492","100","71","19","6","4","39","31","25","76","7","4",".219",".260",".314",".574","-1.2","728"
"2018","Lewis Brinson","Marlins","109","382","406","76","50","10","5","11","31","42","17","120","2","1",".199",".240",".338",".577","-1.0","14352"
"1959","Sparky Anderson","Phillies","152","477","527","104","92","9","3","0","42","34","42","53","6","9",".218",".282",".249",".531","-1.8","1000243"
