"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1992","Greg Gagne","Twins","146","439","473","108","78","23","0","7","53","39","19","83","6","7",".246",".280",".346",".626","1.2","1004427"
"2009","Gerald Laird","Tigers","135","413","477","93","64","23","2","4","49","33","40","68","5","0",".225",".306",".320",".626","-1.6","1698"
"1983","Reggie Jackson","Angels","116","397","458","77","48","14","1","14","43","49","52","140","0","2",".194",".290",".340",".630","-1.5","1006308"
"1953","Loren Babe","- - -","108","361","401","83","62","17","2","2","36","26","35","22","0","1",".230",".302",".305",".606","-0.5","1000395"
"1990","Manuel Lee","Blue Jays","117","391","421","95","73","12","4","6","45","41","26","90","3","1",".243",".288",".340",".628","0.8","1007460"
"1988","Andy Allanson","Indians","133","434","474","114","98","11","0","5","44","49","25","63","5","9",".263",".305",".323",".627","1.3","1000130"
"2010","Trevor Crowe","Indians","122","442","479","111","82","24","3","2","48","36","29","73","20","7",".251",".302",".333",".634","-0.6","3402"
"2018","Carlos Gomez","Rays","118","360","408","75","49","15","2","9","42","32","25","103","12","3",".208",".298",".336",".634","-0.5","4881"
"1996","Mike Bordick","Athletics","155","525","587","126","99","18","4","5","46","54","52","59","5","6",".240",".307",".318",".625","-0.3","129"
"1957","Joe DeMaestri","Athletics","135","461","492","113","84","14","6","9","44","33","22","82","6","1",".245",".280",".360",".640","1.1","1003186"
"1999","Darren Lewis","Red Sox","135","470","538","113","91","14","6","2","63","40","45","52","16","10",".240",".311",".309",".620","1.3","286"
"1955","Jim Busby","- - -","146","528","578","126","94","19","6","7","61","41","38","59","12","3",".239",".289",".337",".626","-0.1","1001742"
"1968","Curt Blefary","Orioles","137","451","535","90","66","8","1","15","50","39","65","66","6","3",".200",".301",".322",".623","0.3","1001068"
"1943","Irv Hall","Athletics","151","544","582","139","120","15","4","0","37","54","22","42","10","7",".256",".292",".298",".590","-0.6","1005251"
"1974","Dave Duncan","Indians","136","425","474","85","58","10","1","16","45","46","42","91","0","4",".200",".274",".341",".615","1.2","1003552"
"1978","Dave Chalk","Angels","135","470","527","119","106","12","0","1","42","34","38","34","5","8",".253",".318",".285",".603","0.4","1002114"
"1968","Tom Tresh","Yankees","152","507","590","99","67","18","3","11","60","52","76","97","10","5",".195",".304",".308",".612","2.0","1013179"
"2005","Nick Punto","Twins","112","394","439","94","68","18","4","4","45","26","36","86","13","8",".239",".301",".335",".636","0.8","1429"
"1991","Luis Sojo","Angels","113","364","402","94","76","14","1","3","38","20","14","26","4","2",".258",".295",".327",".622","0.3","1834"
"2012","Yunel Escobar","Blue Jays","145","558","608","141","109","22","1","9","58","51","35","70","5","1",".253",".300",".344",".644","1.3","4191"
"1940","Don Heffner","Browns","126","487","530","115","87","23","2","3","52","53","39","37","5","5",".236",".295",".310",".606","-0.6","1005579"
"2015","Stephen Drew","Yankees","131","383","428","77","43","16","1","17","43","44","37","71","0","2",".201",".271",".381",".652","0.4","4251"
"2006","Brian Anderson","White Sox","134","365","405","82","50","23","1","8","46","33","30","90","4","7",".225",".290",".359",".649","0.1","6144"
"1968","Bobby Knoop","Angels","152","494","536","123","96","20","4","3","48","39","35","128","3","2",".249",".301",".324",".625","2.8","1007049"
"1980","Rick Manning","Indians","140","471","555","110","86","17","4","3","55","52","63","66","12","6",".234",".321",".306",".627","-0.4","1008068"
"1966","Bill Freehan","Tigers","136","492","544","115","81","22","0","12","47","46","40","72","5","2",".234",".294",".352",".646","1.5","1004315"
"2019","Kevin Kiermaier","Rays","129","447","480","102","61","20","7","14","60","55","26","104","19","5",".228",".278",".398",".676","1.5","11038"
"1966","Andy Etchebarren","Orioles","121","412","458","91","60","14","6","11","49","50","38","106","0","1",".221",".293",".364",".657","1.3","1003845"
"1972","Paul Blair","Orioles","142","477","514","111","75","20","8","8","47","49","25","78","7","8",".233",".267",".358",".626","2.2","1001031"
"1971","Sandy Alomar","Angels","162","689","739","179","148","24","3","4","77","42","41","60","39","10",".260",".301",".321",".621","3.7","1000176"
"2018","Yangervis Solarte","Blue Jays","122","468","506","106","69","20","0","17","50","54","31","72","1","3",".226",".277",".378",".655","-1.3","5352"
"1947","Jerry Priddy","Senators","147","505","576","108","82","20","3","3","42","49","62","79","7","6",".214",".301",".283",".584","-0.6","1010533"
"1968","Max Alvis","Indians","131","452","503","101","73","17","3","8","38","37","41","91","5","5",".223",".292",".327",".619","1.0","1000201"
"1983","U L Washington","Royals","144","547","604","129","99","19","6","5","76","41","48","78","40","7",".236",".298",".320",".618","0.7","1013659"
"1985","George Vukovich","Indians","149","434","470","106","76","22","0","8","43","45","30","75","2","2",".244",".292",".350",".642","-1.2","1013462"
"1991","Alvin Davis","Mariners","145","462","528","102","74","15","1","12","39","69","56","78","0","3",".221",".299",".335",".635","-1.6","1003033"
"1975","Bill Sharp","- - -","143","408","445","102","71","27","3","1","38","38","21","29","0","3",".250",".285",".338",".623","0.4","1011807"
"2017","Jose Iglesias","Tigers","130","463","489","118","78","33","1","6","56","54","21","65","7","4",".255",".288",".369",".657","1.7","10231"
"2017","Carlos Beltran","Astros","129","467","509","108","65","29","0","14","60","51","33","102","0","0",".231",".283",".383",".666","-1.1","589"
"1998","Brian Hunter","Tigers","142","595","636","151","115","29","3","4","67","36","36","94","42","12",".254",".298",".333",".631","1.4","562"
"1966","Bob Saverine","Senators","120","406","446","102","83","10","4","5","54","24","27","62","4","3",".251",".300",".333",".632","1.2","1011471"
"1967","Larry Brown","Indians","152","485","562","110","85","16","2","7","38","37","53","62","4","4",".227",".308",".311",".620","1.7","1001536"
"2018","Kole Calhoun","Angels","137","491","552","102","63","18","2","19","71","57","53","133","6","2",".208",".283",".369",".652","0.0","11200"
"1985","Bob Boone","Angels","150","460","520","114","92","17","0","5","37","55","37","35","1","2",".248",".306",".317",".623","2.2","1001183"
"1956","Sammy White","Red Sox","114","392","433","96","74","15","2","5","28","44","35","40","2","1",".245",".304",".332",".636","0.0","1013892"
"2015","Adam LaRoche","White Sox","127","429","484","89","56","21","0","12","41","44","49","133","0","0",".207",".293",".340",".634","-1.2","1904"
"1998","Alex Gonzalez","Blue Jays","158","568","618","136","94","28","1","13","70","51","28","121","21","6",".239",".281",".361",".642","0.3","281"
"2016","Jose Iglesias","Tigers","137","467","513","119","89","26","0","4","57","32","28","50","7","4",".255",".306",".336",".643","2.2","10231"
"1970","Cookie Rojas","Royals","98","384","409","100","82","13","3","2","36","28","20","29","3","7",".260",".296",".326",".622","0.6","1011152"
"2013","Brandon Barnes","Astros","136","408","445","98","72","17","1","8","46","41","21","127","11","11",".240",".289",".346",".635","0.9","629"
"2001","Jason Tyner","Devil Rays","105","396","420","111","98","8","5","0","51","21","15","42","31","6",".280",".311",".326",".637","0.2","1232"
"1990","Jeff Huson","Rangers","145","396","454","95","81","12","2","0","57","28","46","54","12","4",".240",".320",".280",".600","1.1","1006229"
"2008","Melky Cabrera","Yankees","129","414","453","103","82","12","1","8","42","37","29","58","9","2",".249",".301",".341",".641","0.3","4022"
"1972","Frank Duffy","Indians","130","385","428","92","69","16","4","3","23","27","31","54","6","2",".239",".297",".325",".621","2.1","1003532"
"1983","Rich Dauer","Orioles","140","459","520","108","84","19","0","5","49","41","47","29","1","1",".235",".306",".309",".615","0.2","1003006"
"1961","Chico Fernandez","Tigers","133","435","476","108","86","15","4","3","41","40","36","45","8","5",".248",".305",".322",".627","0.3","1003994"
"2009","Rod Barajas","Blue Jays","125","429","460","97","59","19","0","19","43","71","20","76","1","0",".226",".258",".403",".661","1.3","45"
"1992","Kelly Gruber","Blue Jays","120","446","481","102","72","16","3","11","42","43","26","72","7","7",".229",".275",".352",".627","-0.1","1005107"
"1974","Mark Belanger","Orioles","155","493","570","111","88","14","4","5","54","36","51","69","17","7",".225",".298",".300",".598","3.8","1000786"
"1965","Luis Aparicio","Orioles","144","564","629","127","89","20","10","8","67","40","46","56","26","7",".225",".286",".339",".625","3.3","1000278"
"2006","Joey Gathright","- - -","134","383","445","91","75","12","3","1","59","41","42","75","22","9",".238",".321",".292",".614","0.7","3913"
"1941","Johnny Sturm","Yankees","124","524","568","125","102","17","3","3","58","36","37","50","3","5",".239",".293",".300",".592","-1.4","1012657"
"1974","Ed Brinkman","Tigers","153","502","546","111","79","15","3","14","55","54","29","71","2","0",".221",".266",".347",".613","1.7","1001438"
"1980","Alfredo Griffin","Blue Jays","155","653","696","166","123","26","15","2","63","41","24","58","18","23",".254",".283",".349",".632","-0.3","1005036"
"1988","Larry Parrish","- - -","120","406","441","88","59","14","1","14","32","52","28","111","0","1",".217",".270",".360",".629","-1.2","1010020"
"1941","Pete Suder","Athletics","139","531","558","130","97","20","9","4","45","52","19","47","1","3",".245",".271",".339",".610","-1.9","1012669"
"1959","George Strickland","Indians","132","441","501","105","85","15","2","3","55","48","51","64","1","1",".238",".313",".302",".615","0.7","1012615"
"2012","Alexei Ramirez","White Sox","158","593","621","157","120","24","4","9","59","73","16","77","20","7",".265",".287",".364",".651","2.0","5133"
"1988","Mike Pagliarulo","Yankees","125","444","490","96","60","20","1","15","46","67","37","104","1","0",".216",".276",".367",".643","-0.6","1009959"
"1970","Syd O'Brien","White Sox","121","441","467","109","86","13","2","8","48","44","22","62","3","3",".247",".285",".340",".625","-0.8","1009702"
"1976","Bucky Dent","White Sox","158","562","627","138","114","18","4","2","44","52","43","45","3","5",".246",".300",".302",".603","0.3","1003212"
"2019","Dee Gordon","Mariners","117","393","421","108","87","12","6","3","36","34","18","61","22","5",".275",".304",".359",".663","0.5","8203"
"1990","Scott Fletcher","White Sox","151","509","573","123","98","18","3","4","54","56","45","63","1","3",".242",".304",".312",".617","1.3","1004155"
"1981","Bump Wills","Rangers","102","410","454","103","86","13","2","2","51","41","32","49","12","9",".251",".304",".307",".611","0.8","1014049"
"2007","Jose Lopez","Mariners","149","524","561","132","102","17","2","11","58","62","20","64","2","3",".252",".284",".355",".639","-0.6","3114"
"1989","B.J. Surhoff","Brewers","126","436","477","108","82","17","4","5","42","55","25","29","14","12",".248",".287",".339",".626","0.1","117"
"1982","Tom Brookens","Tigers","140","398","432","92","65","15","3","9","40","58","27","63","5","9",".231",".277",".352",".629","1.1","1001476"
"1962","Jerry Kindall","Indians","154","530","588","123","88","21","1","13","51","55","45","107","4","3",".232",".290",".349",".639","1.7","1006921"
"1991","Alvaro Espinoza","Yankees","148","480","509","123","93","23","2","5","51","33","16","57","4","1",".256",".282",".344",".626","1.3","1003828"
"1963","Tony Kubek","Yankees","135","557","592","143","112","21","3","7","72","44","28","68","4","2",".257",".294",".343",".637","2.1","1007188"
"2003","Tony Batista","Orioles","161","635","675","148","101","20","1","26","76","100","28","103","4","3",".233",".268",".391",".659","-0.3","124"
"1975","Dan Meyer","Tigers","122","470","503","111","83","17","3","8","56","47","26","25","8","3",".236",".277",".336",".614","-1.7","1008824"
"1993","Felix Fermin","Indians","140","480","514","126","106","16","2","2","48","45","24","14","4","5",".263",".303",".317",".619","-1.8","1003991"
"1990","Don Mattingly","Yankees","102","394","428","101","80","16","0","5","40","42","28","20","1","0",".256",".308",".335",".643","-0.2","1008261"
"1959","Jerry Lumpe","- - -","126","448","504","108","89","11","5","3","49","30","47","39","2","1",".241",".313",".308",".621","-0.6","1007832"
"1941","Don Heffner","Browns","110","399","446","93","77","14","2","0","48","17","38","27","5","6",".233",".303",".278",".581","-0.7","1005579"
"1941","Mike Kreevich","White Sox","121","436","484","101","77","16","8","0","44","37","35","26","17","5",".232",".289",".305",".594","-0.5","1007151"
"2002","Jeff Cirillo","Mariners","146","485","547","121","95","20","0","6","51","54","31","67","8","4",".249",".301",".328",".629","1.0","1073"
"1998","Deivi Cruz","Tigers","135","454","477","118","88","22","3","5","52","45","13","55","3","4",".260",".284",".355",".639","1.4","1025"
"1973","Doug Griffin","Red Sox","113","396","439","101","81","14","5","1","43","33","21","42","7","5",".255",".293",".323",".617","-0.2","1005040"
"1986","Tim Hulett","White Sox","150","520","552","120","82","16","5","17","53","44","21","91","4","1",".231",".260",".379",".639","1.1","1006174"
"2016","Colby Rasmus","Astros","107","369","417","76","51","10","0","15","38","54","43","121","4","1",".206",".286",".355",".641","1.1","9893"
"1997","Damon Buford","Rangers","122","366","404","82","56","18","0","8","49","39","30","83","18","7",".224",".287",".339",".626","0.4","1001635"
"1987","John Moses","Mariners","116","390","433","96","73","16","4","3","58","38","29","49","23","15",".246",".301",".331",".632","-0.9","1009243"
"1985","Dick Schofield","Angels","147","438","496","96","66","19","3","8","50","41","35","70","11","4",".219",".287",".331",".618","0.8","1011602"
"1958","Herb Plews","Senators","111","380","401","98","78","12","6","2","46","29","17","45","2","3",".258",".291",".337",".628","-1.0","1010395"
"2018","Victor Martinez","Tigers","133","467","508","117","87","21","0","9","32","54","32","49","0","0",".251",".297",".353",".651","-1.7","393"
"1966","Chico Salmon","Indians","126","422","452","108","86","13","2","7","46","40","21","41","10","1",".256",".289",".346",".635","-0.2","1011386"
"1965","Paul Schaal","Angels","155","483","556","108","85","12","2","9","48","45","61","88","6","3",".224",".310",".313",".622","1.4","1011502"
"1968","Bobby Cox","Yankees","135","437","490","100","77","15","1","7","33","41","41","85","3","2",".229",".300",".316",".616","1.3","1002693"
"2019","Yolmer Sanchez","White Sox","149","496","555","125","99","20","4","2","59","43","44","117","5","4",".252",".318",".321",".638","1.0","11602"
"2013","Ichiro Suzuki","Yankees","150","520","555","136","111","15","3","7","57","35","26","63","20","4",".262",".297",".342",".639","1.1","1101"
"1972","Dick Billings","Rangers","133","469","508","119","98","15","1","5","41","58","29","77","1","5",".254",".296",".322",".618","0.6","1000968"
"1932","Ski Melillo","Browns","154","612","659","148","115","19","11","3","71","66","36","42","6","6",".242",".286",".324",".610","-1.2","1008748"
"1977","Frank White","Royals","152","474","514","116","85","21","5","5","59","50","25","67","23","5",".245",".284",".342",".626","1.7","1013872"
"1942","Ray Mack","Indians","143","481","531","108","86","14","6","2","43","45","41","51","9","3",".225",".288",".291",".579","1.0","1007926"
"2007","Dioner Navarro","Devil Rays","119","388","434","88","58","19","2","9","46","44","33","67","3","1",".227",".286",".356",".641","-0.1","3179"
"1996","Gary DiSarcina","Angels","150","536","576","137","102","26","4","5","62","48","21","36","2","1",".256",".286",".347",".633","0.5","1003322"
"1975","Freddie Patek","Royals","136","483","541","110","86","14","5","5","58","45","42","65","32","7",".228",".291",".308",".599","1.0","1010052"
"2011","Ichiro Suzuki","Mariners","161","677","721","184","154","22","3","5","80","47","39","69","40","7",".272",".310",".335",".645","0.1","1101"
"1991","Felix Fermin","Indians","129","424","469","111","96","13","2","0","30","31","26","27","5","4",".262",".307",".302",".609","0.8","1003991"
"2014","Mike Moustakas","Royals","140","457","500","97","60","21","1","15","45","54","35","74","1","0",".212",".271",".361",".632","0.4","4892"
"2015","Erick Aybar","Angels","156","597","638","161","127","30","1","3","74","44","25","73","15","6",".270",".301",".338",".639","0.9","4082"
"1977","Dave Collins","Mariners","120","402","447","96","79","9","3","5","46","28","33","66","25","10",".239",".299",".313",".613","-0.7","1002449"
"1951","Pete Suder","Athletics","123","440","477","108","88","18","1","1","46","42","30","42","5","5",".245",".295",".298",".593","-0.5","1012669"
"1991","Tony Pena","Red Sox","141","464","512","107","77","23","2","5","45","48","37","53","8","3",".231",".291",".321",".612","0.7","1010153"
"1973","Jerry Terrell","Twins","124","438","475","116","98","15","2","1","43","32","21","56","13","7",".265",".297",".315",".612","0.0","1012922"
"1978","Julio Cruz","Mariners","147","550","634","129","113","14","1","1","77","25","69","66","59","10",".235",".319",".269",".588","1.6","1002842"
"1969","Bert Campaneris","Athletics","135","547","592","142","123","15","2","2","71","25","30","62","62","8",".260",".302",".305",".608","2.9","1001868"
"2010","Jason Kendall","Royals","118","434","490","111","93","18","0","0","39","37","37","45","12","7",".256",".318",".297",".615","-0.5","993"
"1974","Denny Doyle","Angels","147","511","548","133","111","19","2","1","47","34","25","49","6","7",".260",".295",".311",".606","2.3","1003460"
"2007","Tony Pena","Royals","152","509","536","136","102","25","7","2","58","47","10","78","5","6",".267",".284",".356",".640","1.3","2240"
"1976","Jim Sundberg","Rangers","140","448","496","102","73","24","2","3","33","34","37","61","0","0",".228",".285",".310",".596","2.6","1012724"
"1968","Larry Brown","Indians","154","495","553","116","89","18","3","6","43","35","43","46","1","1",".234",".300",".319",".619","1.9","1001536"
"1963","Bobby Richardson","Yankees","151","630","668","167","138","20","6","3","72","48","25","22","15","1",".265",".294",".330",".624","2.2","1010903"
"1960","Chico Fernandez","Tigers","133","435","497","105","85","13","3","4","44","35","39","50","13","4",".241",".303",".313",".616","0.7","1003994"
"2014","Omar Infante","Royals","135","528","575","133","103","21","3","6","50","66","33","68","9","3",".252",".295",".337",".632","0.5","1609"
"1988","Dale Sveum","Brewers","129","467","495","113","86","14","4","9","41","51","21","122","1","0",".242",".274",".347",".621","0.7","1012748"
"2011","Alcides Escobar","Royals","158","548","598","139","106","21","8","4","69","46","25","73","26","9",".254",".290",".343",".633","1.9","6310"
"1987","Mark McLemore","Angels","138","433","499","102","83","13","3","3","61","41","48","72","25","8",".236",".310",".300",".610","-0.3","1088"
"1964","Bobby Richardson","Yankees","159","679","728","181","148","25","4","4","90","50","28","36","11","2",".267",".294",".333",".626","0.5","1010903"
"1974","Ron Santo","White Sox","117","375","418","83","65","12","1","5","29","41","38","72","0","2",".221",".294",".299",".593","-1.0","1011447"
"1963","Lee Thomas","Angels","149","528","594","116","89","12","6","9","52","55","53","82","6","0",".220",".301",".316",".617","0.4","1012986"
"1984","Julio Cruz","White Sox","143","415","469","92","69","14","4","5","42","43","45","58","14","6",".222",".295",".311",".605","2.5","1002842"
"2003","Deivi Cruz","Orioles","152","548","572","137","97","24","2","14","61","65","13","49","1","2",".250",".269",".378",".647","0.7","1025"
"1994","Gary DiSarcina","Angels","112","389","421","101","82","14","2","3","53","33","18","28","3","7",".260",".294",".329",".623","1.0","1003322"
"1998","Mike Cameron","White Sox","141","396","443","83","54","16","5","8","53","43","37","101","27","11",".210",".285",".336",".621","0.9","1070"
"1988","Willie Wilson","Royals","147","591","628","155","126","17","11","1","81","37","22","106","35","7",".262",".289",".333",".622","0.0","1014113"
"1940","Bob Swift","Browns","130","398","433","97","76","20","1","0","37","39","28","39","1","0",".244",".295",".299",".594","-0.9","1012789"
"2013","Emilio Bonifacio","- - -","136","420","461","102","74","22","3","3","54","31","30","103","28","8",".243",".295",".331",".625","0.6","4054"
"1987","Bob Boone","Angels","128","389","442","94","73","18","0","3","42","33","35","36","0","2",".242",".304",".311",".615","1.3","1001183"
"1973","Ed Brinkman","Tigers","162","515","566","122","95","16","4","7","55","40","34","79","0","1",".237",".284",".324",".609","0.1","1001438"
"1985","Jim Gantner","Brewers","143","523","573","133","109","15","4","5","63","44","33","42","11","8",".254",".300",".327",".627","1.5","1004483"
"1982","Dan Meyer","Athletics","120","383","409","92","64","17","3","8","28","59","18","33","1","1",".240",".271",".363",".634","-0.8","1008824"
"2017","Martin Maldonado","Angels","138","429","471","95","61","19","1","14","43","38","15","119","0","2",".221",".276",".368",".645","3.1","6887"
"2015","Alex Rios","Royals","105","385","411","98","70","22","2","4","40","32","15","67","9","0",".255",".287",".353",".640","-0.2","2090"
"1968","Ron Hansen","- - -","126","362","414","71","47","15","0","9","35","32","46","61","0","0",".196",".290",".312",".602","1.5","1005329"
"2015","Alexei Ramirez","White Sox","154","583","622","145","102","33","0","10","54","62","31","68","17","7",".249",".285",".357",".642","0.1","5133"
"1956","Billy Gardner","Orioles","144","515","560","119","90","16","2","11","53","50","29","53","5","5",".231",".281",".334",".615","-0.7","1004520"
"2013","Vernon Wells","Yankees","130","424","458","99","72","16","0","11","45","50","30","73","7","3",".233",".282",".349",".631","-0.3","1326"
"1995","Matt Walbeck","Twins","115","393","422","101","81","18","1","1","40","44","25","71","3","1",".257",".302",".316",".617","-0.4","501"
"2014","Derek Jeter","Yankees","145","581","634","149","125","19","1","4","47","50","35","87","10","2",".256",".304",".313",".617","0.2","826"
"1971","Bert Campaneris","Athletics","134","569","609","143","116","18","4","5","80","47","29","64","34","7",".251",".287",".323",".611","2.8","1001868"
"2004","Scott Spiezio","Mariners","112","367","415","79","54","12","3","10","38","41","36","60","4","1",".215",".288",".346",".634","-0.1","37"
"1972","Don Buford","Orioles","125","408","485","84","71","6","2","5","46","22","69","83","8","3",".206",".326",".267",".593","0.2","1001636"
"2009","Cesar Izturis","Orioles","114","387","412","99","79","14","4","2","34","30","18","38","12","4",".256",".294",".328",".622","0.5","656"
"1971","Doug Griffin","Red Sox","125","483","526","118","90","23","2","3","51","27","31","45","11","5",".244",".291",".319",".610","0.6","1005040"
"1991","Ozzie Guillen","White Sox","154","524","555","143","117","20","3","3","52","49","11","38","21","15",".273",".284",".340",".624","1.5","1005125"
"1964","Mike Brumley","Senators","136","426","472","104","81","19","2","2","36","35","40","54","1","1",".244",".309",".312",".621","0.6","1001585"
"2017","Ryan Goins","Blue Jays","143","418","459","99","68","21","1","9","37","62","31","96","3","2",".237",".286",".356",".643","-0.2","9807"
"1963","Luis Aparicio","Orioles","146","601","651","150","119","18","8","5","73","45","36","35","40","6",".250",".291",".331",".623","2.4","1000278"
"1969","Larry Brown","Indians","132","469","521","112","96","10","2","4","48","24","44","43","5","3",".239",".304",".294",".598","-0.7","1001536"
"1965","Elston Howard","Yankees","110","391","418","91","66","15","1","9","38","45","24","65","0","0",".233",".278",".345",".623","1.1","1006079"
"2005","Steve Finley","Angels","112","406","440","90","55","20","3","12","41","54","26","71","8","4",".222",".271",".374",".645","-1.3","54"
"1970","Don Wert","Tigers","128","363","419","79","60","13","0","6","34","33","44","56","1","3",".218",".307",".303",".610","-1.4","1013790"
"1986","Spike Owen","- - -","154","528","593","122","90","24","7","1","67","45","51","51","4","4",".231",".300",".309",".608","-0.4","1009924"
"2011","Ben Revere","Twins","117","450","481","120","106","9","5","0","56","30","26","41","34","9",".267",".310",".309",".619","1.5","4712"
"1986","John Shelby","Orioles","135","404","428","92","63","14","4","11","54","49","18","75","18","6",".228",".263",".364",".627","-1.1","1011853"
"1975","Glenn Borgmann","Twins","125","352","413","73","54","15","2","2","34","33","47","59","0","1",".207",".303",".278",".581","1.2","1001201"
"1976","Darrell Porter","Brewers","119","389","449","81","61","14","1","5","43","32","51","61","2","0",".208",".298",".288",".586","-0.2","1010450"
"2019","Mallex Smith","Mariners","134","510","566","116","82","19","9","6","70","37","42","141","46","9",".227",".300",".335",".635","0.0","13608"
"1972","Bert Campaneris","Athletics","149","625","681","150","115","25","2","8","85","32","32","88","52","14",".240",".278",".325",".603","4.1","1001868"
"1957","Pete Runnels","Senators","134","473","536","109","85","18","4","2","53","35","55","51","2","3",".230",".310",".298",".608","-1.2","1011303"
"1978","Dave McKay","Blue Jays","145","504","537","120","85","20","8","7","59","45","20","91","4","4",".238",".268",".351",".619","-0.4","1008579"
"2001","Brady Anderson","Orioles","131","430","501","87","64","12","3","8","50","45","60","77","12","4",".202",".311",".300",".611","-0.4","364"
"1963","Chuck Schilling","Red Sox","146","576","629","135","102","25","0","8","63","33","41","72","3","2",".234",".291",".319",".610","0.3","1011560"
"1940","Frankie Crosetti","Yankees","145","546","633","106","75","23","4","4","84","31","72","77","14","8",".194",".299",".273",".572","-0.3","1002802"
"2016","Alcides Escobar","Royals","162","637","682","166","129","24","6","7","57","55","27","96","17","4",".261",".292",".350",".642","0.5","6310"
"1974","Bob Oliver","- - -","119","379","402","92","72","11","1","8","23","59","16","56","3","2",".243",".271",".340",".612","-0.6","1009774"
"1965","Frank Malzone","Red Sox","106","364","400","87","64","20","0","3","40","34","28","38","1","1",".239",".293",".319",".612","0.0","1008048"
"1968","Johnny Roseboro","Twins","135","380","435","82","62","12","0","8","31","39","46","57","2","3",".216",".300",".311",".611","0.8","1011199"
"1931","Marv Owen","Tigers","105","377","420","84","64","11","6","3","35","39","29","38","2","2",".223",".282",".308",".590","-1.2","1009918"
"1996","Ozzie Guillen","White Sox","150","499","528","131","95","24","8","4","62","45","10","27","6","5",".263",".273",".367",".640","-1.7","1005125"
"1979","Jerry Morales","Tigers","129","440","482","93","55","23","1","14","50","56","30","56","10","4",".211",".260",".364",".624","-2.4","1009138"
"1945","Len Schulte","Browns","119","430","465","106","89","16","1","0","37","36","24","35","0","3",".247",".286",".288",".575","-0.7","1011642"
"1984","Bill Sample","Rangers","130","489","528","121","94","20","2","5","67","33","29","46","18","6",".247",".286",".327",".613","-0.7","1011396"
"1991","Terry Shumpert","Royals","144","369","418","80","55","16","4","5","45","34","30","75","17","11",".217",".283",".322",".605","-0.3","449"
"1982","Manny Castillo","Mariners","138","506","541","130","97","29","1","3","49","49","22","35","2","8",".257",".286",".336",".622","-1.6","1002065"
"1985","Alfredo Griffin","Athletics","162","614","646","166","139","18","7","2","75","64","20","50","24","9",".270",".290",".332",".622","0.7","1005036"
"1994","Vince Coleman","Royals","104","438","477","105","77","14","12","2","61","33","29","72","50","8",".240",".285",".340",".626","-1.6","1002433"
"1982","Larry Milbourne","- - -","125","416","453","107","87","13","5","2","40","26","20","32","3","7",".257",".289",".327",".616","-1.1","1008858"
"1995","Rich Becker","Twins","106","392","438","93","75","15","1","2","45","33","34","95","8","9",".237",".303",".296",".599","-1.0","1000749"
"1962","Dick Brown","Tigers","134","431","461","104","80","12","0","12","40","40","21","66","0","1",".241",".279",".353",".631","0.0","1001510"
"1965","Pedro Gonzalez","- - -","123","405","438","103","80","15","3","5","38","39","18","59","7","4",".254",".289",".343",".632","0.9","1004843"
"1991","Omar Vizquel","Mariners","142","426","482","98","77","16","4","1","42","41","45","37","7","2",".230",".302",".293",".595","1.9","411"
"1979","Duane Kuiper","Indians","140","479","528","122","108","9","5","0","46","39","37","27","4","9",".255",".313",".294",".608","-0.5","1007207"
"1967","Jose Cardenal","Angels","108","381","405","90","66","13","5","6","40","27","15","63","10","5",".236",".268",".344",".612","0.9","1001937"
"2018","Dee Gordon","Mariners","141","556","588","149","120","17","8","4","62","36","9","80","30","12",".268",".288",".349",".637","0.0","8203"
"1955","Joe DeMaestri","Athletics","123","457","486","114","93","14","1","6","42","37","20","47","3","5",".249",".284",".324",".608","-0.5","1003186"
"1992","Steve Sax","White Sox","143","567","630","134","100","26","4","4","74","47","43","42","30","12",".236",".290",".317",".607","-0.3","1011481"
"2002","Geronimo Gil","Orioles","125","422","450","98","67","19","0","12","33","45","21","88","2","2",".232",".270",".363",".632","0.2","142"
"1972","Mike Ferraro","Brewers","124","381","406","97","76","18","1","2","19","29","17","41","0","5",".255",".284",".323",".606","-0.1","1004006"
"2007","Gerald Laird","Rangers","120","407","448","91","61","18","3","9","48","47","30","103","6","2",".224",".278",".349",".627","1.1","1698"
"1961","Bobby Richardson","Yankees","162","662","706","173","148","17","5","3","80","49","30","23","9","7",".261",".295",".316",".610","-1.0","1010903"
"2011","Miguel Olivo","Mariners","130","477","507","107","68","19","1","19","54","62","20","140","6","5",".224",".253",".388",".641","-2.0","1638"
"2011","Adam Kennedy","Mariners","114","380","409","89","58","23","1","7","36","38","22","67","8","2",".234",".277",".355",".632","0.4","19"
"1958","Billy Martin","Tigers","131","498","536","127","100","19","1","7","56","42","16","62","5","3",".255",".279",".339",".619","-1.0","1008155"
"1946","George Case","Indians","118","484","528","109","81","23","4","1","46","22","34","38","28","11",".225",".280",".295",".576","-1.0","1002033"
"1976","Denny Doyle","Red Sox","117","432","461","108","88","15","5","0","51","26","22","39","8","5",".250",".285",".308",".593","-0.5","1003460"
"1977","Marty Perez","- - -","116","377","418","88","67","14","5","2","32","23","29","66","1","3",".233",".292",".313",".605","0.1","1010182"
"1962","Luis Aparicio","White Sox","153","581","622","140","105","23","5","7","72","40","32","36","31","12",".241",".280",".334",".614","1.3","1000278"
